date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-05-28 00:00:00,305715.3168215178,3.0,2.01,1637,4094,1.5,0,0,4,1101,0,1954,1987,Shangri-La Way NW,Seattle,WA 98070,USA
2014-05-28 00:00:00,311574.87335827237,3.0,2.19,2576,4201,1.0,0,3,4,1226,567,1958,0,11720 8th Ave S,Seattle,WA 98070,USA
2014-07-09 00:00:00,369639.375158952,4.0,2.48,2845,3922,2.0,1,0,3,3741,0,1989,11,5537 S 119th St,Seattle,WA 98006,USA
2014-06-23 00:00:00,222001.61607517983,4.0,2.71,1841,2890,2.0,0,0,3,1672,0,1992,1,2496-2598 S 121st St,Kenmore,WA 98056,USA
2014-06-03 00:00:00,1258469.194331986,3.0,1.75,1876,10476,1.0,0,0,3,2573,892,1943,1983,8448 Delridge Way SW,Issaquah,WA 98024,USA
2014-05-07 00:00:00,510931.33731232415,3.0,2.13,2166,6589,1.5,0,0,3,1397,0,1921,0,2496-2598 S 121st St,Seattle,WA 98103,USA
2014-05-02 00:00:00,344939.40869654826,3.0,1.99,1457,2676,1.5,0,0,3,1171,0,1946,1996,6720 4th Ave NW,Seattle,WA 98027,USA
2014-06-03 00:00:00,294299.04351045965,3.0,2.11,2898,8050,1.0,0,0,3,2705,0,1956,14,9625-9701 SE 5th St,Auburn,WA 98133,USA
2014-06-26 00:00:00,640134.621976308,4.0,2.49,2319,4118,2.0,0,0,3,2009,0,1979,11,28129 237th Ave SE,Redmond,WA 98031,USA
2014-07-01 00:00:00,2001154.0487251221,4.0,3.24,3776,6217,2.0,1,2,3,2804,1756,2002,0,15407 SE 252nd Pl,Seattle,WA 98029,USA
2014-06-25 00:00:00,2505459.4408326643,4.0,4.93,5037,25219,2.0,1,4,3,3547,20,1998,0,733 1st Ave N,Bellevue,WA 98040,USA
2014-07-01 00:00:00,478059.3652278108,3.0,2.03,2737,5319,1.0,0,2,3,2133,1,1953,2006,2496-2598 S 121st St,Federal Way,WA 98178,USA
2014-06-04 00:00:00,376273.1978643387,3.0,2.76,1729,2495,2.0,0,0,5,1671,1207,1972,4,2052 Boyer Ave E,Seattle,WA 98004,USA
2014-05-08 00:00:00,468781.2976546722,4.0,2.51,2138,3936,2.0,0,2,3,1572,0,2002,0,11814 167th Pl NE,Seattle,WA 98107,USA
2014-05-28 00:00:00,141999.26182360548,2.0,0.98,907,6070,1.0,0,0,4,1037,0,1917,0,4438 44th Ave SW,Burien,WA 98001,USA
2014-06-24 00:00:00,2013246.6086573098,4.0,2.49,5568,5327,2.0,0,3,3,1588,836,1985,1995,24612 102nd Pl SE,Mercer Island,WA 98144,USA
2014-06-06 00:00:00,97723.10336454853,2.0,2.13,1397,8110,1.0,0,0,3,1007,0,1972,1985,15918 NE 113th Ct,Kent,WA 98168,USA
2014-06-20 00:00:00,357366.6778992072,3.0,2.5,3879,5525,2.0,0,0,3,4169,0,1985,12,1816 2nd Ave N,Kenmore,WA 98040,USA
2014-06-23 00:00:00,283997.2785486062,4.0,2.08,2386,10669,2.0,0,0,3,1300,1422,1973,2009,1126 NW 58th St,Shoreline,WA 98042,USA
2014-06-04 00:00:00,366824.6166966339,4.0,2.17,3344,9188,2.0,0,2,4,1936,6,1975,2014,945 N 80th St,Seattle,WA 98072,USA
2014-05-28 00:00:00,690352.4300616771,5.0,2.1,2260,6249,2.0,0,3,3,1849,889,1941,0,12015 75th Ave S,Seattle,WA 98030,USA
2014-05-07 00:00:00,317393.0239401017,2.0,3.0,1942,9893,1.0,0,0,3,1790,392,1952,2000,30001-30021 55th Pl S,Seattle,WA 98168,USA
2014-06-18 00:00:00,471530.43426711694,3.0,2.18,3696,6805,2.0,0,2,3,1142,715,1982,0,32800 7th Ave SW,Kent,WA 98092,USA
2014-07-08 00:00:00,361846.6985233387,4.0,2.21,3556,4956,2.0,0,2,3,1758,6,2005,1989,6511 37th Ave NE,Redmond,WA 98144,USA
2014-05-06 00:00:00,465796.76444955135,4.0,2.72,2020,6571,2.0,0,0,3,3633,0,1987,2014,18808 215th Way NE,Kent,WA 98051,USA
2014-06-13 00:00:00,199455.0696031948,3.0,1.42,1554,8191,1.0,0,0,3,1357,0,1957,2014,7021 24th Ave NW,Seattle,WA 98053,USA
2014-06-05 00:00:00,481142.55856331775,4.0,2.5,2907,5959,2.0,0,0,3,2089,0,1981,0,2493 NE Laurel Crest Ln,Kent,WA 98136,USA
2014-05-07 00:00:00,130876.63821694403,2.0,2.71,771,2047,1.0,0,0,3,1046,0,1946,2000,6422 Marshall Ave SW,Seattle,WA 98023,USA
2014-06-30 00:00:00,208973.5762827231,2.0,2.15,1025,9079,1.0,0,0,5,973,212,1957,2002,1621 56th Ct SE,Des Moines,WA 98188,USA
2014-07-01 00:00:00,751630.2727534503,4.0,2.51,3067,6874,2.0,0,3,3,3664,0,2005,14,26720 NE Stewart St,Sammamish,WA 98155,USA
2014-06-30 00:00:00,287450.1625672195,4.0,2.05,1133,5416,1.5,0,0,4,1046,0,1957,6,22736 129th Pl SE,Renton,WA 98024,USA
2014-05-27 00:00:00,414428.0158370797,4.0,2.8,2502,6997,2.0,0,3,3,3214,0,1980,1991,18305 Dayton Ave N,Seattle,WA 98168,USA
2014-05-28 00:00:00,781727.469743646,5.0,3.35,2260,6053,2.4,0,3,3,1482,1280,1987,1974,19505 NE 143rd St,Seattle,WA 98027,USA
2014-06-13 00:00:00,337331.240274595,4.0,1.77,1715,11786,1.0,0,0,4,1016,911,1953,3,13009 NE 74th St,Seattle,WA 98004,USA
2014-05-29 00:00:00,177518.83318111167,4.0,2.02,1359,3049,1.5,0,0,3,907,0,1988,2011,6056 156th Ave NE,Seattle,WA 98178,USA
2014-05-04 00:00:00,111105.72225205542,4.0,2.1,2809,6209,2.0,0,0,3,2928,0,1950,3,4204 134th Ave NE,Kent,WA 98038,USA
2014-06-05 00:00:00,372703.7860114751,4.0,2.49,1628,2814,2.0,0,0,3,2359,0,2003,1988,908 SW Austin St,Seattle,WA 98070,USA
2014-05-29 00:00:00,378102.92301047203,4.0,2.09,3074,7638,2.0,0,0,3,2256,8,1989,2004,916 4th Ave NE,Bellevue,WA 98108,USA
2014-06-11 00:00:00,369393.3560053585,2.0,1.01,1086,6100,2.4,0,0,3,945,1,1916,2000,24223 232nd Pl SE,Seattle,WA 98074,USA
2014-05-07 00:00:00,244982.19411661278,3.0,4.48,1107,135300,1.5,0,2,4,1142,2,1957,2001,4015 Midvale Ave N,Seattle,WA 98040,USA
2014-06-11 00:00:00,326851.80891583016,2.0,2.99,2463,8046,1.0,0,0,3,1132,360,1957,2014,12120-12198 24th Ave S,Kenmore,WA 98006,USA
2014-05-05 00:00:00,2118122.384280899,6.0,2.51,5058,7063,2.0,0,2,3,1937,4,1981,1993,6340 NE 196th St,Auburn,WA 98074,USA
2014-06-24 00:00:00,460949.3151923453,3.0,2.04,2070,9974,2.0,0,3,3,1575,0,1984,0,19505 NE 143rd St,Kent,WA 98006,USA
2014-05-07 00:00:00,142509.25111561397,2.0,0.99,491,638,1.0,0,0,3,782,0,1950,1955,2496-2598 S 121st St,Seattle,WA 98029,USA
2014-05-20 00:00:00,310714.8129218746,4.0,2.11,1292,3686,1.0,0,0,3,1066,0,1913,2014,14917-14999 27th Pl S,Seattle,WA 98106,USA
2014-05-30 00:00:00,756140.5742365933,4.0,4.45,2970,8092,2.0,0,3,5,2679,0,2009,3,23238 NE 29th Ct,Mercer Island,WA 98040,USA
2014-06-06 00:00:00,304062.9800435747,2.0,2.05,1176,809,1.0,0,0,3,1041,0,1915,1999,4511 S 262nd St,Seattle,WA 98125,USA
2014-06-03 00:00:00,430549.07075122336,4.0,3.94,1717,8545,1.0,0,0,3,3311,1090,1966,2014,5020 Quincy Ave SE,Kent,WA 98027,USA
2014-06-23 00:00:00,573742.4727966757,3.0,2.51,3303,4978,2.5,0,0,3,2540,0,1973,2014,35039 41st Pl S,Seattle,WA 98119,USA
2014-06-23 00:00:00,1652905.2801538887,4.0,3.26,3057,5795,1.5,0,3,4,3752,1,2002,0,1852 271st Ave SE,Vashon,WA 98103,USA
2014-05-07 00:00:00,227018.43810628733,4.0,2.09,1462,3472,1.0,0,0,3,1268,469,1951,1986,33134 3rd Ct SW,Seattle,WA 98103,USA
2014-05-27 00:00:00,330665.796713012,2.0,1.71,1535,5324,1.0,0,0,4,977,0,1946,0,Shangri-La Way NW,Seattle,WA 98038,USA
2014-07-09 00:00:00,331609.26942365064,2.0,1.02,1513,6660,1.0,0,2,3,829,846,1945,2009,33336-33412 E Lake Holm Dr SE,Seattle,WA 98115,USA
2014-05-29 00:00:00,426167.5072035738,3.0,2.06,1227,3446,1.5,0,0,3,1095,0,1958,2014,1630 204th Pl NE,Seattle,WA 98056,USA
2014-05-16 00:00:00,258831.82593186773,4.0,3.69,2860,6122,2.0,0,0,3,2365,0,1942,5,19490 SE 57th Pl,Seattle,WA 98155,USA
2014-05-28 00:00:00,347742.8031604012,3.0,3.65,1329,23999,3.0,0,0,5,1023,5,1949,0,4222 186th Pl SE,Shoreline,WA 98007,USA
2014-06-26 00:00:00,507905.8703123661,4.0,2.15,4265,7490,2.0,0,2,4,4458,3,1981,12,24020 SE 202nd St,Mercer Island,WA 98178,USA
2014-05-05 00:00:00,606652.8689375228,4.0,2.75,1276,207949,1.5,0,0,4,3632,4,1946,1979,2803 NE 62nd St,Newcastle,WA 98126,USA
2014-06-05 00:00:00,253873.58283919824,3.0,1.76,2208,19653,1.0,0,0,4,897,0,1974,5,15634 129th Pl SE,Seattle,WA 98117,USA
2014-06-12 00:00:00,223376.31258150915,4.0,2.51,2823,3360,2.0,0,2,3,1930,0,1997,2005,8250 Ashworth Ave N,Bellevue,WA 98056,USA
2014-07-01 00:00:00,395242.5515207009,4.0,1.77,1841,4356,2.0,0,0,3,2558,0,2005,1983,714 145th Ave SE,Auburn,WA 98198,USA
2014-05-22 00:00:00,125580.9768125604,2.0,1.73,1286,7985,1.0,0,0,3,953,0,1944,2014,2496-2598 S 121st St,Shoreline,WA 98102,USA
2014-05-29 00:00:00,124127.05583586948,3.0,1.46,1461,3775,1.0,0,2,3,1111,0,1924,0,2940 72nd Ave SE,Burien,WA 98042,USA
2014-06-25 00:00:00,268357.4225818821,4.0,2.48,1006,3801,2.0,0,2,3,1183,247,1958,2014,743 N 71st St,Seattle,WA 98133,USA
2014-06-01 00:00:00,451747.02338031796,3.0,1.73,1929,5638,2.0,0,0,4,1716,0,1980,13,1700 E Columbia St,Kirkland,WA 98028,USA
2014-07-08 00:00:00,455847.5494879767,4.0,2.49,2765,8092,2.0,0,0,3,1510,0,1990,2014,4908 32nd Ave NE,Seattle,WA 98052,USA
2014-05-23 00:00:00,275537.16374738206,5.0,1.73,629,3908,1.5,0,0,3,4438,0,1989,1,1006 N 5th St,Renton,WA 98058,USA
2014-06-23 00:00:00,233652.99705966932,2.0,1.52,1305,9777,1.0,0,0,3,1187,0,1992,2007,3723 S Chicago St,Duvall,WA 98188,USA
2014-07-08 00:00:00,605513.935184487,4.0,4.26,3412,5211,2.0,0,0,4,3812,1334,2005,0,17619 197th Ave NE,Seattle,WA 98074,USA
2014-06-02 00:00:00,775405.7025954461,5.0,2.22,2684,6445,2.0,0,2,3,4135,7,2010,0,11704 NE 41st St,Kent,WA 98003,USA
2014-06-04 00:00:00,820552.7899028875,4.0,2.52,3144,5438,2.0,0,0,3,2800,10,1976,12,4801-4999 229th Ave SE,Seattle,WA 98117,USA
2014-05-28 00:00:00,705008.7463760813,5.0,2.1,3301,16430,1.0,0,0,3,3306,0,1979,0,412 NW 70th St,Seattle,WA 98117,USA
2014-05-07 00:00:00,226067.8923560107,4.0,1.73,1017,3968,1.5,0,0,3,1049,1042,1952,2001,6511 37th Ave NE,Seattle,WA 98052,USA
2014-06-25 00:00:00,440250.75729322573,4.0,2.5,2096,5104,2.0,1,0,3,3292,0,1998,0,3418 96th Ave NE,Sammamish,WA 98074,USA
2014-06-18 00:00:00,172648.4348380203,3.0,2.68,1236,5026,1.0,0,2,4,1663,0,1958,0,17814 161st Ave SE,Duvall,WA 98056,USA
2014-05-20 00:00:00,1033074.6688096356,4.0,2.51,3523,5099,2.0,0,0,3,3361,0,2003,0,2016 S Pearl St,Burien,WA 98074,USA
2014-06-20 00:00:00,67454.81760989089,2.0,1.71,968,3996,1.0,0,0,3,1315,728,1982,1982,227 W Park St,Seattle,WA 98056,USA
2014-06-27 00:00:00,159965.57478759147,3.0,3.09,1617,9816,1.0,0,0,3,1629,0,1979,3,Shangri-La Way NW,Shoreline,WA 98118,USA
2014-06-17 00:00:00,531646.2668031063,6.0,2.18,1473,7598,1.0,0,0,3,1012,0,1955,3,12621 SE 222nd Pl,Seattle,WA 98034,USA
2014-05-07 00:00:00,198996.52771280255,2.0,1.47,1130,3781,1.0,0,0,3,1204,1,1949,2000,1330 N Lucas Pl,Seattle,WA 98112,USA
2014-05-30 00:00:00,657137.0711825266,4.0,2.49,3572,6649,2.0,0,3,3,3601,0,1981,9,15634 129th Pl SE,Shoreline,WA 98034,USA
2014-06-25 00:00:00,655585.0065226892,4.0,2.12,3539,17105,1.0,1,2,3,1779,1214,2007,2014,22500-22614 16th Ave S,Vashon,WA 98119,USA
2014-05-08 00:00:00,251508.90021307743,4.0,1.73,1469,7756,1.0,0,0,4,1240,0,1990,1992,1621 56th Ct SE,Seattle,WA 98003,USA
2014-06-11 00:00:00,242572.16863253555,4.0,2.15,2863,9328,1.0,0,1,3,1521,0,1966,1994,8133 NE 158th St,Normandy Park,WA 98032,USA
2014-05-27 00:00:00,401598.13262228726,4.0,2.1,2119,7567,1.0,0,0,3,1750,0,1961,1997,15243 NE 71st Ct,Tukwila,WA 98033,USA
2014-05-08 00:00:00,599635.7236630929,4.0,2.52,3069,6310,2.0,1,0,3,3810,0,1970,0,11709 3rd Ave NW,Redmond,WA 98039,USA
2014-05-30 00:00:00,88515.17894294465,2.0,0.98,501,30848,1.0,0,0,3,696,0,1964,2014,8639 36th Ave SW,Seattle,WA 98030,USA
2014-06-09 00:00:00,1506904.5932440802,4.0,3.5,3856,5905,2.0,0,2,3,3034,0,1959,0,1904 S 259th St,Seattle,WA 98074,USA
2014-07-09 00:00:00,105267.20539450896,2.0,1.75,1373,9145,2.0,0,0,4,2973,536,1960,1966,21612 SE 290th Ct,Seattle,WA 98166,USA
2014-06-24 00:00:00,644358.4068601377,4.0,2.1,1969,7584,1.0,0,0,4,1228,0,1978,2000,912 274th Way SE,Vashon,WA 98133,USA
2014-06-17 00:00:00,195138.63744287318,4.0,2.16,1071,5452,1.0,0,0,3,1180,0,1944,2004,1721 NE 98th St,Seattle,WA 98178,USA
2014-06-02 00:00:00,522486.2601160603,3.0,2.03,3083,4469,2.0,0,0,3,1460,0,1984,16,2354 NW Harmony Way,Kirkland,WA 98075,USA
2014-05-21 00:00:00,483378.6130304641,4.0,2.51,3961,4232,2.0,0,0,4,3656,0,2002,0,15407 SE 252nd Pl,Sammamish,WA 98056,USA
2014-05-07 00:00:00,499845.390061572,2.0,2.13,1638,7176,1.0,0,0,4,1113,0,1963,2014,21438 SE 277th St,Woodinville,WA 98042,USA
2014-06-26 00:00:00,359444.1284398599,3.0,2.04,1609,7880,1.5,0,0,4,3048,715,1988,0,7615 E Mercer Way,Bellevue,WA 98102,USA
2014-06-26 00:00:00,415972.49284675095,3.0,2.49,3177,1729,2.0,0,4,3,1774,715,2005,1997,10026 61st Ave S,Seattle,WA 98198,USA
2014-06-13 00:00:00,1016856.7399673025,3.0,2.04,1560,10951,2.0,0,0,3,1328,474,1962,9,20322 NE 34th Ct,Seattle,WA 98133,USA
2014-06-26 00:00:00,384377.2380814811,2.0,1.72,1291,7316,1.0,0,0,5,1334,749,1959,7,32800 7th Ave SW,Seattle,WA 98126,USA
2014-06-03 00:00:00,1746775.3591448378,4.0,2.5,2577,218392,2.0,0,2,5,1863,4,1983,1,5001-5099 11th Ave NW,Seattle,WA 98075,USA
2014-05-07 00:00:00,228996.26189924905,4.0,1.76,1483,4400,2.0,0,0,2,2067,0,1985,1993,2107 13th Ave S,Seattle,WA 98029,USA
2014-06-18 00:00:00,266633.1020653944,4.0,2.51,4393,7927,2.0,0,2,3,3877,900,2006,5,10356 Dibble Ave NW,Bellevue,WA 98105,USA
2014-06-11 00:00:00,1936507.8794005201,4.0,3.25,3965,5422,2.0,0,1,3,3770,5,1959,10,31611 NE Cherry Valley Rd,Seattle,WA 98198,USA
2014-07-09 00:00:00,857201.5605002308,4.0,2.78,4337,4483,2.0,0,2,3,1919,888,1988,0,1901 25th Ave E,Issaquah,WA 98056,USA
2014-06-25 00:00:00,128201.4579503357,3.0,0.95,703,638,1.0,0,0,4,905,0,1978,1982,12115 SE 44th Pl,Seattle,WA 98117,USA
2014-05-02 00:00:00,1267822.1561177333,4.0,2.69,2778,6946,1.5,0,0,3,4329,0,2010,17,8830 Midvale Ave N,Des Moines,WA 98058,USA
2014-07-09 00:00:00,309946.00592928653,4.0,2.5,3026,31662,2.0,0,0,4,1329,0,1978,0,2415 209th Ave NE,Woodinville,WA 98058,USA
2014-05-27 00:00:00,252064.53456817404,1.0,2.06,2330,2500,1.0,0,0,3,1502,878,1958,10,1922 5th Ave W,Seattle,WA 98022,USA
2014-07-07 00:00:00,506171.91769834503,4.0,2.5,3014,3158,2.0,0,0,3,4090,0,1982,2000,213th Ave SE,Issaquah,WA 98155,USA
2014-06-26 00:00:00,249309.19136833772,4.0,2.49,2197,3068,2.0,0,0,3,974,0,1972,2014,3057 70th Ave SE,Seattle,WA 98146,USA
2014-06-06 00:00:00,344695.54038054694,3.0,2.09,2724,7388,1.0,0,0,4,1187,118,1941,18,2101 31st Ave S,Seattle,WA 98166,USA
2014-06-03 00:00:00,201901.09376255708,3.0,2.5,1682,4837,2.0,0,0,3,1134,0,1981,4,1447 21st Ave,Seattle,WA 98042,USA
2014-06-19 00:00:00,455901.8930959791,4.0,2.52,2721,638,2.0,0,2,3,1559,2,2003,0,1337 14th Ave S,Kent,WA 98116,USA
2014-05-22 00:00:00,990052.3744409017,4.0,2.48,3231,6691,2.0,0,0,3,1838,0,1943,10,2496-2598 S 121st St,Seattle,WA 98052,USA
2014-06-03 00:00:00,230111.707084362,3.0,2.1,1824,142163,1.5,0,0,3,1699,0,1914,2003,19307 4th Ave S,Seattle,WA 98103,USA
2014-05-28 00:00:00,283994.28255621775,4.0,2.49,2662,2166,3.0,0,0,4,3604,142,1960,0,20331 NE 40th Ct,Mercer Island,WA 98065,USA
2014-05-06 00:00:00,316943.89052529295,3.0,3.17,1806,16984,1.0,0,0,4,1920,0,1983,2,11051 35th Ave NE,Snoqualmie,WA 98022,USA
2014-06-18 00:00:00,228582.70022065524,4.0,3.68,927,29778,1.5,0,0,3,1365,0,2002,0,18447-18509 94th Ave NE,Seattle,WA 98107,USA
2014-06-02 00:00:00,669638.3750576816,4.0,2.01,2400,12411,1.5,0,2,5,3009,3,1980,15,30734 229th Pl SE,Mercer Island,WA 98040,USA
2014-06-08 00:00:00,472411.55522402487,4.0,2.06,1670,7088,2.0,0,0,3,2460,11,1986,1985,7220 NE 152nd Pl,Yarrow Point,WA 98188,USA
2014-07-10 00:00:00,162563.31771301298,3.0,0.98,1323,3877,1.5,0,0,3,1141,0,1916,1986,2015 42nd Ave E,Seattle,WA 98107,USA
2014-05-02 00:00:00,171974.60747703223,2.0,2.09,1351,8810,1.0,0,2,3,1146,0,1960,1981,9908 S 210th Pl,Seattle,WA 98070,USA
2014-06-09 00:00:00,427787.08763161255,4.0,2.48,1838,5344,2.0,0,2,3,1725,0,1966,2014,14020 Meridian Ave N,Seattle,WA 98034,USA
2014-05-12 00:00:00,390133.1661677407,3.0,2.49,1388,10390,1.0,0,0,3,1344,0,1912,2007,22344 NE 31st St,Seattle,WA 98168,USA
2014-06-20 00:00:00,232210.67282640672,3.0,2.09,3192,6349,2.0,0,1,4,1217,0,1961,0,2215 E Miller St,Seattle,WA 98056,USA
2014-06-16 00:00:00,204171.46421118488,2.0,1.76,721,3397,1.0,0,0,4,826,0,1939,0,6730 SE 5th St,Kent,WA 98103,USA
2014-05-02 00:00:00,376284.7632547279,4.0,3.11,1852,5778,1.0,0,0,4,2811,0,1950,2011,12521 3rd Ave NW,Seattle,WA 98103,USA
2014-06-23 00:00:00,162583.6984270931,2.0,1.98,1260,2500,1.5,0,0,3,989,0,1951,2010,2646 168th Ave SE,Woodinville,WA 98136,USA
2014-07-02 00:00:00,202558.5108060016,3.0,2.05,1548,9321,1.0,0,0,4,1279,0,1988,1997,2496-2598 S 121st St,Renton,WA 98133,USA
2014-06-19 00:00:00,324679.5304753797,4.0,1.73,1439,5287,1.0,0,0,3,952,1146,1945,2011,1126 NW 58th St,Seattle,WA 98103,USA
2014-06-19 00:00:00,249529.43846830205,3.0,2.04,1426,2844,1.5,0,0,5,1152,801,1949,2002,120 31st Ave E,Seattle,WA 98148,USA
2014-05-06 00:00:00,251633.29388937727,3.0,0.98,831,3691,1.5,0,0,3,1282,0,1962,1997,7546 NE 204th Pl,Renton,WA 98056,USA
2014-05-18 00:00:00,43047.90917790611,2.0,2.06,703,1304,1.0,0,0,3,1779,0,1953,1988,1755 140th Ct SE,Seattle,WA 98030,USA
2014-06-23 00:00:00,328635.55902864726,4.0,2.12,2170,7466,2.0,0,0,3,2014,0,1983,2014,16614 SE 50th Pl,Seattle,WA 98052,USA
2014-06-25 00:00:00,420295.20634307986,3.0,2.77,1520,3290,2.0,0,0,5,1465,3,1958,5,1805 154th Ave SE,Seattle,WA 98105,USA
2014-05-30 00:00:00,341917.14061611553,4.0,3.98,1096,5393,1.0,0,0,3,1242,0,1969,2014,2940 72nd Ave SE,Seattle,WA 98052,USA
2014-05-05 00:00:00,276352.7730890529,4.0,2.99,936,6190,1.0,0,0,4,1390,4,1901,0,21438 SE 277th St,Bellevue,WA 98155,USA
2014-06-06 00:00:00,186870.1985289873,4.0,2.51,5013,2727,2.0,0,0,3,3001,0,1994,0,715 W Howe St,Auburn,WA 98040,USA
2014-06-02 00:00:00,254489.9591177979,4.0,2.15,1645,3575,1.0,0,0,3,2364,264,1914,6,1309 SW Webster St,Mercer Island,WA 98027,USA
2014-05-07 00:00:00,434974.57875888917,3.0,2.03,1585,7183,2.0,0,0,3,3285,0,1959,12,232nd Way,Seattle,WA 98077,USA
2014-06-26 00:00:00,260274.30566037045,3.0,1.75,1662,7162,1.5,0,0,3,799,0,1947,1996,1840-1846 9th St W,Seattle,WA 98029,USA
2014-06-17 00:00:00,613237.6701007662,4.0,2.14,2227,6970,1.0,0,1,4,1591,843,1942,0,22922 NE 14th St,Sammamish,WA 98033,USA
2014-06-11 00:00:00,1417763.3788575307,3.0,4.08,3239,2550,2.0,0,2,3,2354,0,2008,0,15118 119th Ave NE,Seattle,WA 98053,USA
2014-05-15 00:00:00,177964.57366212617,2.0,2.05,1585,2695,1.5,0,0,3,1097,0,1948,2008,21603 NE 29th St,Seattle,WA 98075,USA
2014-05-23 00:00:00,551522.1550389497,4.0,0.99,2646,3102,1.0,0,1,2,1618,529,1983,9,4001 42nd Ave S,Seattle,WA 98107,USA
2014-05-14 00:00:00,184539.13091914018,2.0,1.75,1597,9911,1.0,0,0,3,1598,0,1926,2007,7202 California Ave SW,Federal Way,WA 98074,USA
2014-06-09 00:00:00,108550.34091928863,3.0,1.43,2198,6818,1.5,0,4,3,1312,0,1995,0,2496-2598 S 121st St,Duvall,WA 98166,USA
2014-05-15 00:00:00,459764.22374246677,4.0,2.95,2258,638,2.0,0,0,3,2205,0,1983,2001,29910-29918 21st Ave S,Seattle,WA 98178,USA
2014-07-09 00:00:00,803776.3425050667,4.0,2.51,2471,6577,1.0,0,2,5,1612,6,1909,0,15322 26th Ave NE,Kirkland,WA 98006,USA
2014-06-23 00:00:00,326612.586355648,4.0,2.03,2452,5702,1.5,0,0,3,1099,872,2006,1,1126 NW 58th St,Seattle,WA 98028,USA
2014-05-05 00:00:00,557499.2528668358,4.0,2.12,1936,8261,2.0,0,3,4,2536,0,2000,4,318 E Mercer St,Bellevue,WA 98198,USA
2014-07-05 00:00:00,446791.8817629601,4.0,2.5,2743,14862,2.0,0,1,3,1172,0,1983,1973,3301 20th St SE,Federal Way,WA 98042,USA
2014-06-24 00:00:00,241439.27825792102,4.0,2.03,2207,6115,2.9,0,0,4,1211,0,1989,3,1532 McGilvra Blvd E,Vashon,WA 98006,USA
2014-06-16 00:00:00,775631.8684908865,4.0,2.06,2022,6471,1.0,0,3,3,2293,1,1984,3,945 N 80th St,Seattle,WA 98077,USA
2014-06-30 00:00:00,563278.2898144581,5.0,3.88,2977,2660,1.0,0,1,3,1242,790,1984,1,901 18th Ave,Seattle,WA 98117,USA
2014-06-25 00:00:00,239144.34228984165,5.0,2.72,2989,12833,1.0,0,0,3,1682,0,1906,1996,12401 NE 108th Ln,Kent,WA 98052,USA
2014-05-21 00:00:00,314409.5741146607,4.0,2.72,3183,4280,2.0,0,0,3,2793,801,1959,20,2069 211th Ave NE,Enumclaw,WA 98065,USA
2014-05-29 00:00:00,385191.96334980254,3.0,1.92,1426,6468,2.0,0,0,3,964,621,1910,10,125 N Bowdoin Pl,Seattle,WA 98103,USA
2014-06-30 00:00:00,406241.77772376087,5.0,2.51,1767,4839,1.5,0,0,3,1613,0,1948,0,715 W Howe St,Kenmore,WA 98133,USA
2014-06-10 00:00:00,251245.6009700548,4.0,2.49,1336,3485,2.0,0,3,3,2656,1026,1975,2000,2803 NE 62nd St,Newcastle,WA 98007,USA
2014-06-05 00:00:00,300041.5121799726,4.0,2.06,2079,2734,2.0,0,0,3,1509,369,1984,0,9329 SE Shoreland Dr,Seattle,WA 98070,USA
2014-07-08 00:00:00,334632.8009919949,3.0,2.16,2619,7117,1.5,0,0,4,2034,0,1963,16,8527 374th Pl SE,Seattle,WA 98166,USA
2014-06-17 00:00:00,191389.71025522033,3.0,1.75,1576,6190,1.5,0,0,3,926,1,1963,2010,1700 E Columbia St,Kent,WA 98029,USA
2014-06-22 00:00:00,415087.1414002619,3.0,2.5,1945,4243,1.0,0,0,3,1455,0,1962,3,26418 NE Anderson St,Seattle,WA 98056,USA
2014-06-08 00:00:00,719758.1792834925,4.0,2.48,1975,4769,2.0,0,4,3,1655,821,1984,18,5906 44th Ave SW,Woodinville,WA 98116,USA
2014-07-01 00:00:00,250862.43508360477,2.0,2.2,1503,4792,1.0,0,1,3,1238,0,1971,0,2940 72nd Ave SE,Renton,WA 98146,USA
2014-05-27 00:00:00,347960.9659059754,5.0,1.73,1432,5581,1.0,0,0,5,1536,829,1945,0,10613 SW 138th St,Seattle,WA 98125,USA
2014-06-26 00:00:00,424510.4159371936,4.0,2.5,1669,7491,2.0,0,3,3,1244,680,1949,2014,331 22nd Ave E,Bellevue,WA 98019,USA
2014-05-08 00:00:00,388272.155858121,5.0,2.22,1797,5715,2.0,0,2,4,3769,0,1918,0,3648 Francis Ave N,Seattle,WA 98074,USA
2014-06-10 00:00:00,420357.7130084576,4.0,2.5,1705,4233,2.0,0,2,3,1120,0,1945,2011,2000 Yale Ave E,Kent,WA 98146,USA
2014-05-07 00:00:00,256381.84916748013,4.0,3.31,1203,10452,1.5,0,0,3,873,609,1959,1988,5937 Delridge Way SW,Seattle,WA 98058,USA
2014-06-17 00:00:00,593679.4936537537,4.0,3.36,4338,21603,2.0,0,1,4,2973,1013,1912,0,2632 232nd Pl SE,Carnation,WA 98103,USA
2014-06-20 00:00:00,272536.70804939384,4.0,2.73,2559,7479,1.0,0,0,5,2248,688,1981,0,13256 242nd Pl SE,Seattle,WA 98014,USA
